a,c,g,j,k,Y
137.12,18.025,203.17,9.6603,120.14,15.35
156.87,22.230999999999998,236.0,11.022,139.76,17.371
162.54,22.166999999999998,213.4,11.020999999999999,147.04,17.058
162.92,18.682000000000002,207.34,11.035,148.53,16.804000000000002
163.09,18.825,205.67,11.038,147.92,16.918
163.98,18.119,204.58,11.048,147.46,16.708
170.65,23.979,237.32,11.360999999999999,153.17,19.035999999999998
176.39,18.7,237.41,11.552,159.25,18.46
181.1,18.741,241.28,11.714,164.37,18.137
188.48,19.637999999999998,241.66,11.718,160.86,17.923
178.35,23.776,229.12,11.725,159.71,17.444000000000003
175.89,18.095,222.26,11.905999999999999,160.52,17.412
179.04,18.454,233.57,12.107000000000001,163.61,18.105999999999998
183.32,20.586,242.42,12.255999999999998,169.08,18.202
183.41,20.59,238.59,12.345,168.79,17.927
180.61,18.769000000000002,223.11,12.321,163.9,17.787
